Size,YearsOfAveliability,Weight,StanstadCost,ListPrice,FinalSellPrice,PriceToCost,OrdersQuantity,Black,Silver,Red,Yellow,Blue,H,L,M,isNew,2011Sales,2012Sales,2013Sales,Mountain Bikes,Road Bikes,Touring Bikes,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Isdiscounted,IsPriceHigherThanCosts
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,88,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,48,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,50,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,75,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,43,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,0,14.77,1554.9479,2443.35,1308.9375,0.8417,78,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,13,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,9,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,16,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,9,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,9,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,0,14.77,1554.9479,2443.35,2181.5625,1.4029,13,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,1,19.13,486.7066,782.99,469.794,0.9652,21,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,16,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,51,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,19,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,68,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,33,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,23,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,51,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,24,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,14,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,1,19.13,486.7066,782.99,469.794,0.9652,50,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,1,19.13,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,7,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,9,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,1,19.13,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,0,15.13,1554.9479,2443.35,1240.0002,0.7974,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,40,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,29,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,75,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,49,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,86,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,53,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,46,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,72,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,36,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,30,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,0,15.13,1554.9479,2443.35,1308.9375,0.8417,66,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,13,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,23,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,24,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,10,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,17,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,0,15.13,1554.9479,2443.35,2181.5625,1.4029,10,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
52,1,19.42,486.7066,782.99,409.1123,0.8405,34,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52,1,19.42,486.7066,782.99,409.1123,0.8405,21,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,1,19.42,486.7066,782.99,409.1123,0.8405,17,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52,1,19.42,486.7066,782.99,409.1123,0.8405,17,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
52,1,19.42,486.7066,782.99,409.1123,0.8405,15,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,11,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,11,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,11,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,14,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,36,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,25,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,1,19.42,486.7066,782.99,445.0515,0.9144,11,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,95,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,65,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,120,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,91,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,154,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,96,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,74,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,134,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,68,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,78,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,1,19.42,486.7066,782.99,469.794,0.9652,124,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,1,19.42,486.7066,782.99,782.99,1.6087,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,8,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,7,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52,1,19.42,486.7066,782.99,782.99,1.6087,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,21,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,27,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,76,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,30,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,57,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,58,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,26,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,63,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,45,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,19,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,0,15.42,1554.9479,2443.35,1308.9375,0.8417,46,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,17,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,16,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,20,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,14,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,14,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,28,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52,0,15.42,1554.9479,2443.35,2181.5625,1.4029,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58,1,19.79,486.7066,782.99,445.0515,0.9144,11,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,445.0515,0.9144,13,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,445.0515,0.9144,24,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,445.0515,0.9144,14,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,445.0515,0.9144,12,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,79,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,82,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,111,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,62,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,137,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,83,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,94,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,121,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,81,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,72,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,1,19.79,486.7066,782.99,469.794,0.9652,119,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,1,19.79,486.7066,782.99,782.99,1.6087,8,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,8,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
58,1,19.79,486.7066,782.99,782.99,1.6087,8,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58,0,15.68,1554.9479,2443.35,1308.9375,0.8417,27,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,15.68,1554.9479,2443.35,1308.9375,0.8417,18,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,0,15.68,1554.9479,2443.35,1308.9375,0.8417,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,0,15.68,1554.9479,2443.35,1308.9375,0.8417,21,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,0,15.68,1554.9479,2443.35,1308.9375,0.8417,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
