Name;Size;Color;Class;Weight;OrderQty;StandardCost;isDiscounted;OrderYear;AveliablePeriod;TotalProfit
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;48;Silver;"H ";21.42;1;1912,1544;0;2012;1;1487,8356
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;44;Silver;"H ";21.13;1;1912,1544;0;2012;1;1487,8356
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;58;Black;"L ";19.79;1;486,7066;0;2012;1;212,3916
Road Bikes;44;Black;"L ";18.77;1;486,7066;0;2012;1;212,3916
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"L ";19.13;1;486,7066;0;2012;1;212,3916
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"L ";19.13;1;486,7066;0;2012;1;212,3916
Road Bikes;48;Red;"L ";19.13;1;486,7066;0;2012;1;212,3916
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Black;"L ";19.42;1;486,7066;0;2012;1;212,3916
Mountain Bikes;48;Silver;"H ";21.42;1;1912,1544;0;2012;1;1487,8356
Mountain Bikes;42;Black;"H ";20.77;1;1898,0944;0;2012;1;1476,8956
Road Bikes;58;Red;"L ";19.79;1;486,7066;0;2012;1;212,3916
Mountain Bikes;42;Black;"H ";20.77;1;1898,0944;0;2012;1;1476,8956
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Black;"L ";19.42;1;486,7066;0;2012;1;212,3916
Road Bikes;48;Black;"L ";19.13;1;486,7066;0;2012;1;212,3916
Mountain Bikes;48;Black;"H ";21.42;1;1898,0944;0;2012;1;1476,8956
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;48;Black;"H ";21.42;1;1898,0944;0;2012;1;1476,8956
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;48;Silver;"H ";21.42;1;1912,1544;0;2012;1;1487,8356
Road Bikes;60;Black;"L ";19.90;1;486,7066;0;2012;1;212,3916
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Black;"L ";18.77;1;486,7066;0;2012;1;212,3916
Mountain Bikes;38;Black;"H ";20.35;1;1898,0944;0;2012;1;1476,8956
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;38;Silver;"H ";20.35;1;1912,1544;0;2012;1;1487,8356
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;48;Silver;"H ";21.42;1;1912,1544;0;2012;1;1487,8356
Mountain Bikes;42;Silver;"H ";20.77;1;1912,1544;0;2012;1;1487,8356
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;44;Black;"H ";21.13;1;1898,0944;0;2012;1;1476,8956
Road Bikes;52;Red;"L ";19.42;1;486,7066;0;2012;1;212,3916
Road Bikes;48;Red;"L ";19.13;1;486,7066;0;2012;1;212,3916
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;48;Black;"H ";21.42;1;1898,0944;0;2012;1;1476,8956
Road Bikes;44;Red;"L ";18.77;1;486,7066;0;2012;1;212,3916
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;38;Silver;"H ";20.35;1;1912,1544;0;2012;1;1487,8356
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;58;Red;"L ";19.79;1;486,7066;0;2012;1;212,3916
Mountain Bikes;48;Silver;"H ";21.42;1;1912,1544;0;2012;1;1487,8356
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;38;Black;"H ";20.35;1;1898,0944;0;2012;1;1476,8956
Mountain Bikes;48;Black;"H ";21.42;1;1898,0944;0;2012;1;1476,8956
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;44;Red;"H ";13.77;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;38;Black;"H ";20.35;1;1898,0944;0;2012;1;1476,8956
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;48;Black;"H ";21.42;1;1898,0944;0;2012;1;1476,8956
Road Bikes;44;Red;"L ";18.77;1;486,7066;0;2012;1;212,3916
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Road Bikes;62;Red;"H ";15.00;1;2171,2942;0;2012;1;1406,9758
Road Bikes;52;Red;"H ";14.42;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;56;Red;"H ";14.68;1;2171,2942;0;2012;1;1406,9758
Road Bikes;48;Red;"H ";14.13;1;2171,2942;0;2012;1;1406,9758
Mountain Bikes;42;Black;"H ";20.77;1;1898,0944;0;2012;1;1476,8956
Mountain Bikes;38;Black;"H ";20.35;1;1898,0944;0;2012;1;1476,8956
Road Bikes;60;Black;"L ";19.90;1;486,7066;0;2012;1;212,3916
Mountain Bikes;40;Black;"M ";25.77;3;598,4354;0;2012;0;148,6758
Mountain Bikes;44;Black;"M ";26.13;7;598,4354;0;2012;0;346,9102
Mountain Bikes;48;Black;"M ";26.42;3;598,4354;0;2012;0;148,6758
Mountain Bikes;38;Black;"H ";23.35;4;1251,9813;0;2012;0;-90,0896
Mountain Bikes;42;Black;"H ";23.77;3;1251,9813;0;2012;0;-67,5672
Mountain Bikes;38;Silver;"H ";23.35;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;42;Silver;"H ";23.77;4;1265,6195;0;2012;0;-91,0708
Mountain Bikes;46;Silver;"H ";24.13;1;1265,6195;0;2012;0;-22,7677
Road Bikes;48;Red;"L ";19.13;1;486,7066;0;2012;1;-16,9126
Road Bikes;58;Black;"L ";19.79;3;486,7066;0;2012;1;-50,7378
Road Bikes;48;Red;"H ";15.13;4;1518,7864;0;2012;0;-211,1056
Road Bikes;60;Black;"L ";19.90;5;486,7066;0;2012;1;-84,563
Road Bikes;44;Red;"L ";18.77;3;486,7066;1;2012;1;-966,8361
Road Bikes;44;Black;"H ";14.77;10;1554,9479;0;2012;0;-2460,104
Road Bikes;52;Red;"L ";19.42;9;486,7066;0;2012;1;-152,2134
Road Bikes;52;Black;"L ";19.42;10;486,7066;0;2012;1;-169,126
Road Bikes;38;Yellow;"M ";17.35;4;713,0798;0;2012;0;-451,2692
Road Bikes;44;Red;"H ";14.77;6;1518,7864;0;2012;0;-316,6584
Road Bikes;52;Black;"H ";15.42;5;1554,9479;0;2012;0;-1230,052
Road Bikes;40;Yellow;"M ";17.77;2;713,0798;0;2012;0;-225,6346
Road Bikes;52;Red;"H ";15.42;3;1518,7864;0;2012;0;-158,3292
Road Bikes;48;Yellow;"M ";18.68;14;713,0798;1;2012;0;-2022,0354
Road Bikes;60;Red;"L ";19.90;14;486,7066;1;2012;1;-583,1714
Road Bikes;48;Black;"H ";15.13;4;1554,9479;0;2012;0;-984,0416
Road Bikes;58;Black;"L ";19.79;11;486,7066;1;2012;1;-458,2061
Road Bikes;44;Black;"L ";18.77;6;486,7066;0;2012;1;-101,4756
Road Bikes;62;Red;"L ";20.00;14;486,7066;1;2012;1;-583,1714
Road Bikes;48;Black;"L ";19.13;1;486,7066;0;2012;1;-16,9126
Road Bikes;58;Red;"L ";19.79;1;486,7066;0;2012;1;-16,9126
Road Bikes;42;Yellow;"M ";18.13;3;713,0798;0;2012;0;-338,4519
Road Bikes;48;Red;"L ";19.13;14;486,7066;1;2012;1;-583,1714
Mountain Bikes;40;Black;"M ";25.77;2;598,4354;0;2012;0;99,1172
Mountain Bikes;48;Black;"M ";26.42;5;598,4354;0;2012;0;247,793
Mountain Bikes;46;Silver;"H ";24.13;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;44;Black;"M ";26.13;2;598,4354;0;2012;0;99,1172
Mountain Bikes;46;Black;"H ";24.13;5;1251,9813;0;2012;0;-112,612
Mountain Bikes;42;Black;"H ";23.77;4;1251,9813;0;2012;0;-90,0896
Mountain Bikes;38;Black;"M ";25.35;2;598,4354;0;2012;0;99,1172
Mountain Bikes;38;Silver;"H ";23.35;6;1265,6195;0;2012;0;-136,6062
Mountain Bikes;46;Black;"H ";24.13;6;1251,9813;0;2012;0;-135,1344
Mountain Bikes;48;Black;"M ";26.42;6;598,4354;0;2012;0;297,3516
Mountain Bikes;38;Silver;"H ";23.35;4;1265,6195;0;2012;0;-91,0708
Mountain Bikes;38;Black;"H ";23.35;1;1251,9813;0;2012;0;-22,5224
Mountain Bikes;38;Black;"M ";25.35;3;598,4354;0;2012;0;148,6758
Mountain Bikes;42;Silver;"H ";23.77;8;1265,6195;0;2012;0;-182,1416
Mountain Bikes;44;Black;"M ";26.13;3;598,4354;0;2012;0;148,6758
Mountain Bikes;48;Black;"M ";26.42;6;598,4354;0;2012;0;297,3516
Mountain Bikes;42;Silver;"H ";23.77;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;46;Silver;"H ";24.13;6;1265,6195;0;2012;0;-136,6062
Mountain Bikes;42;Black;"H ";23.77;12;1251,9813;1;2012;0;-1047,2856
Mountain Bikes;38;Black;"H ";23.35;10;1251,9813;0;2012;0;-225,224
Mountain Bikes;44;Black;"M ";26.13;1;598,4354;0;2012;0;49,5586
Mountain Bikes;38;Black;"M ";25.35;9;598,4354;0;2012;0;446,0274
Mountain Bikes;46;Black;"H ";24.13;8;1251,9813;0;2012;0;-180,1792
Mountain Bikes;38;Silver;"H ";23.35;2;1265,6195;0;2012;0;-45,5354
Mountain Bikes;40;Black;"M ";25.77;7;598,4354;0;2012;0;346,9102
Mountain Bikes;38;Silver;"H ";23.35;1;1265,6195;0;2012;0;-22,7677
Road Bikes;52;Black;"H ";15.42;3;1554,9479;0;2012;0;-738,0312
Road Bikes;52;Red;"H ";15.42;1;1518,7864;0;2012;0;-52,7764
Road Bikes;38;Yellow;"M ";17.35;6;713,0798;0;2012;0;-676,9038
Road Bikes;44;Red;"L ";18.77;3;486,7066;1;2012;1;-966,8361
Road Bikes;48;Black;"L ";19.13;3;486,7066;0;2012;1;-50,7378
Road Bikes;48;Black;"H ";15.13;6;1554,9479;0;2012;0;-1476,0624
Road Bikes;60;Black;"L ";19.90;5;486,7066;0;2012;1;-84,563
Road Bikes;48;Red;"H ";15.13;6;1518,7864;0;2012;0;-316,6584
Road Bikes;62;Red;"L ";20.00;7;486,7066;0;2012;1;-118,3882
Road Bikes;52;Red;"L ";19.42;4;486,7066;0;2012;1;-67,6504
Road Bikes;40;Yellow;"M ";17.77;1;713,0798;0;2012;0;-112,8173
Road Bikes;52;Black;"L ";19.42;7;486,7066;0;2012;1;-118,3882
Road Bikes;44;Black;"L ";18.77;2;486,7066;0;2012;1;-33,8252
Road Bikes;44;Red;"H ";14.77;1;1518,7864;0;2012;0;-52,7764
Road Bikes;58;Black;"L ";19.79;3;486,7066;0;2012;1;-50,7378
Road Bikes;44;Black;"H ";14.77;6;1554,9479;0;2012;0;-1476,0624
Road Bikes;62;Black;"L ";20.00;1;486,7066;0;2012;1;-16,9126
Road Bikes;42;Yellow;"M ";18.13;3;713,0798;0;2012;0;-338,4519
Road Bikes;48;Red;"L ";19.13;2;486,7066;0;2012;1;-33,8252
Road Bikes;62;Red;"L ";20.00;2;486,7066;0;2012;1;-33,8252
Road Bikes;48;Red;"L ";19.13;2;486,7066;0;2012;1;-33,8252
Road Bikes;60;Red;"L ";19.90;3;486,7066;0;2012;1;-50,7378
Road Bikes;60;Red;"L ";19.90;21;486,7066;1;2012;1;-1629,4803
Road Bikes;44;Red;"L ";18.77;13;486,7066;1;2012;1;-4189,6231
Road Bikes;38;Yellow;"M ";17.35;7;713,0798;0;2012;0;-789,7211
Road Bikes;42;Yellow;"M ";18.13;3;713,0798;0;2012;0;-338,4519
Road Bikes;60;Black;"L ";19.90;4;486,7066;0;2012;1;-67,6504
Road Bikes;52;Black;"L ";19.42;14;486,7066;1;2012;1;-583,1714
Road Bikes;52;Red;"H ";15.42;7;1518,7864;0;2012;0;-369,4348
Road Bikes;48;Black;"L ";19.13;2;486,7066;0;2012;1;-33,8252
Road Bikes;48;Red;"L ";19.13;16;486,7066;1;2012;1;-1241,5088
Road Bikes;58;Red;"L ";19.79;2;486,7066;0;2012;1;-33,8252
Road Bikes;40;Yellow;"M ";17.77;3;713,0798;0;2012;0;-338,4519
Road Bikes;44;Black;"H ";14.77;12;1554,9479;1;2012;0;-3779,3724
Road Bikes;58;Black;"L ";19.79;13;486,7066;1;2012;1;-541,5163
Road Bikes;48;Black;"H ";15.13;6;1554,9479;0;2012;0;-1476,0624
Road Bikes;44;Red;"H ";14.77;9;1518,7864;0;2012;0;-474,9876
Road Bikes;52;Black;"H ";15.42;4;1554,9479;0;2012;0;-984,0416
Road Bikes;48;Red;"H ";15.13;6;1518,7864;0;2012;0;-316,6584
Road Bikes;52;Red;"L ";19.42;7;486,7066;0;2012;1;-118,3882
Road Bikes;62;Red;"L ";20.00;9;486,7066;0;2012;1;-152,2134
Road Bikes;48;Yellow;"M ";18.68;12;713,0798;1;2012;0;-1733,1732
Road Bikes;44;Black;"L ";18.77;9;486,7066;0;2012;1;-152,2134
Road Bikes;52;Black;"L ";19.42;4;486,7066;0;2012;1;-67,6504
Road Bikes;44;Red;"L ";18.77;4;486,7066;1;2012;1;-1289,1148
Road Bikes;44;Red;"H ";14.77;2;1518,7864;0;2012;0;-105,5528
Road Bikes;48;Black;"L ";19.13;3;486,7066;0;2012;1;-50,7378
Road Bikes;58;Red;"H ";15.79;4;1554,9479;0;2012;0;-984,0416
Road Bikes;44;Black;"H ";14.77;2;1554,9479;0;2012;0;-492,0208
Road Bikes;52;Red;"L ";19.42;4;486,7066;0;2012;1;-67,6504
Road Bikes;40;Yellow;"M ";17.77;3;713,0798;0;2012;0;-338,4519
Road Bikes;58;Black;"H ";15.68;1;1554,9479;0;2012;0;-246,0104
Road Bikes;60;Black;"L ";19.90;4;486,7066;0;2012;1;-67,6504
Road Bikes;44;Black;"L ";18.77;1;486,7066;0;2012;1;-16,9126
Road Bikes;58;Red;"L ";19.79;1;486,7066;0;2012;1;-16,9126
Road Bikes;62;Red;"L ";20.00;3;486,7066;0;2012;1;-50,7378
Road Bikes;48;Red;"L ";19.13;1;486,7066;0;2012;1;-16,9126
Road Bikes;44;Yellow;"M ";18.42;1;713,0798;0;2012;0;-112,8173
Road Bikes;52;Black;"L ";19.42;3;486,7066;0;2012;1;-50,7378
Road Bikes;38;Yellow;"M ";17.35;3;713,0798;0;2012;0;-338,4519
Road Bikes;58;Black;"L ";19.79;2;486,7066;0;2012;1;-33,8252
Road Bikes;44;Red;"L ";18.77;3;486,7066;1;2012;1;-966,8361
Road Bikes;48;Yellow;"M ";18.68;1;713,0798;0;2012;0;-112,8173
Road Bikes;52;Black;"H ";15.42;3;1554,9479;0;2012;0;-738,0312
Road Bikes;60;Red;"L ";19.90;1;486,7066;0;2012;1;-16,9126
Road Bikes;52;Red;"H ";15.42;5;1518,7864;0;2012;0;-263,882
Road Bikes;48;Red;"H ";15.13;2;1518,7864;0;2012;0;-105,5528
Road Bikes;42;Yellow;"M ";18.13;1;713,0798;0;2012;0;-112,8173
Road Bikes;52;Black;"L ";19.42;2;486,7066;0;2012;1;-33,8252
Road Bikes;58;Black;"L ";19.79;3;486,7066;0;2012;1;-50,7378
Road Bikes;62;Red;"L ";20.00;1;486,7066;0;2012;1;-16,9126
Road Bikes;60;Red;"L ";19.90;2;486,7066;0;2012;1;-33,8252
Road Bikes;48;Red;"L ";19.13;2;486,7066;0;2012;1;-33,8252
Road Bikes;44;Red;"L ";18.77;3;486,7066;1;2012;1;-966,8361
Mountain Bikes;46;Black;"H ";24.13;5;1251,9813;0;2012;0;-112,612
Mountain Bikes;38;Black;"H ";23.35;2;1251,9813;0;2012;0;-45,0448
Mountain Bikes;38;Silver;"H ";23.35;8;1265,6195;0;2012;0;-182,1416
Mountain Bikes;38;Black;"M ";25.35;6;598,4354;0;2012;0;297,3516
Mountain Bikes;46;Silver;"H ";24.13;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;42;Black;"H ";23.77;1;1251,9813;0;2012;0;-22,5224
Mountain Bikes;44;Black;"M ";26.13;6;598,4354;0;2012;0;297,3516
Mountain Bikes;40;Black;"M ";25.77;3;598,4354;0;2012;0;148,6758
Mountain Bikes;42;Silver;"H ";23.77;4;1265,6195;0;2012;0;-91,0708
Mountain Bikes;38;Black;"M ";25.35;1;598,4354;0;2012;0;49,5586
Mountain Bikes;38;Silver;"H ";23.35;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;38;Black;"H ";23.35;5;1251,9813;0;2012;0;-112,612
Mountain Bikes;38;Black;"M ";25.35;5;598,4354;0;2012;0;247,793
Mountain Bikes;48;Black;"M ";26.42;1;598,4354;0;2012;0;49,5586
Mountain Bikes;42;Black;"H ";23.77;8;1251,9813;0;2012;0;-180,1792
Mountain Bikes;44;Black;"M ";26.13;2;598,4354;0;2012;0;99,1172
Mountain Bikes;46;Black;"H ";24.13;4;1251,9813;0;2012;0;-90,0896
Mountain Bikes;38;Black;"H ";23.35;6;1251,9813;0;2012;0;-135,1344
Mountain Bikes;40;Black;"M ";25.77;4;598,4354;0;2012;0;198,2344
Mountain Bikes;42;Black;"H ";23.77;4;1251,9813;0;2012;0;-90,0896
Mountain Bikes;46;Silver;"H ";24.13;4;1265,6195;0;2012;0;-91,0708
Mountain Bikes;38;Black;"M ";25.35;3;598,4354;0;2012;0;148,6758
Mountain Bikes;38;Silver;"H ";23.35;2;1265,6195;0;2012;0;-45,5354
Mountain Bikes;46;Black;"H ";24.13;1;1251,9813;0;2012;0;-22,5224
Mountain Bikes;48;Black;"M ";26.42;3;598,4354;0;2012;0;148,6758
Mountain Bikes;46;Black;"H ";24.13;3;1251,9813;0;2012;0;-67,5672
Mountain Bikes;40;Black;"M ";25.77;2;598,4354;0;2012;0;99,1172
Mountain Bikes;44;Black;"M ";26.13;1;598,4354;0;2012;0;49,5586
Mountain Bikes;48;Black;"M ";26.42;4;598,4354;0;2012;0;198,2344
Mountain Bikes;38;Black;"H ";23.35;8;1251,9813;0;2012;0;-180,1792
Mountain Bikes;46;Silver;"H ";24.13;6;1265,6195;0;2012;0;-136,6062
Mountain Bikes;42;Black;"H ";23.77;4;1251,9813;0;2012;0;-90,0896
Mountain Bikes;42;Black;"H ";23.77;3;1251,9813;0;2012;0;-67,5672
Mountain Bikes;46;Silver;"H ";24.13;1;1265,6195;0;2012;0;-22,7677
Mountain Bikes;38;Black;"H ";23.35;2;1251,9813;0;2012;0;-45,0448
Mountain Bikes;38;Silver;"H ";23.35;2;1265,6195;0;2012;0;-45,5354
Mountain Bikes;44;Black;"M ";26.13;1;598,4354;0;2012;0;49,5586
Road Bikes;48;Red;"L ";19.13;3;486,7066;0;2012;1;-50,7378
Road Bikes;48;Yellow;"M ";18.68;3;713,0798;0;2012;0;-338,4519
Road Bikes;58;Red;"H ";15.79;7;1554,9479;0;2012;0;-1722,0728
Road Bikes;44;Black;"L ";18.77;5;486,7066;0;2012;1;-84,563
Road Bikes;48;Black;"H ";15.13;3;1554,9479;0;2012;0;-738,0312
Road Bikes;48;Black;"L ";19.13;6;486,7066;0;2012;1;-101,4756
Road Bikes;60;Black;"L ";19.90;4;486,7066;0;2012;1;-67,6504
Road Bikes;44;Yellow;"M ";18.42;2;713,0798;0;2012;0;-225,6346
Road Bikes;58;Red;"L ";19.79;6;486,7066;0;2012;1;-101,4756
Road Bikes;40;Yellow;"M ";17.77;2;713,0798;0;2012;0;-225,6346
Road Bikes;62;Red;"L ";20.00;4;486,7066;0;2012;1;-67,6504
Road Bikes;44;Red;"H ";14.77;9;1518,7864;0;2012;0;-474,9876
Road Bikes;38;Yellow;"M ";17.35;2;713,0798;0;2012;0;-225,6346
Road Bikes;52;Black;"H ";15.42;4;1554,9479;0;2012;0;-984,0416
Road Bikes;44;Black;"H ";14.77;4;1554,9479;0;2012;0;-984,0416
Road Bikes;44;Red;"L ";18.77;6;486,7066;1;2012;1;-1933,6722
Road Bikes;58;Black;"H ";15.68;7;1554,9479;0;2012;0;-1722,0728
Road Bikes;52;Red;"L ";19.42;4;486,7066;0;2012;1;-67,6504
Road Bikes;52;Black;"L ";19.42;4;486,7066;0;2012;1;-67,6504
Road Bikes;60;Red;"L ";19.90;6;486,7066;0;2012;1;-101,4756
Road Bikes;58;Black;"L ";19.79;3;486,7066;0;2012;1;-50,7378
Road Bikes;48;Red;"H ";15.13;4;1518,7864;0;2012;0;-211,1056
Road Bikes;62;Black;"L ";20.00;5;486,7066;0;2012;1;-84,563
Road Bikes;52;Red;"H ";15.42;3;1518,7864;0;2012;0;-158,3292
Road Bikes;42;Yellow;"M ";18.13;3;713,0798;0;2012;0;-338,4519
Mountain Bikes;38;Black;"M ";25.35;2;598,4354;0;2012;0;99,1172
Mountain Bikes;42;Silver;"H ";23.77;6;1265,6195;0;2012;0;-136,6062
Mountain Bikes;44;Black;"M ";26.13;4;598,4354;0;2012;0;198,2344
Mountain Bikes;42;Black;"H ";23.77;3;1251,9813;0;2012;0;-67,5672
Mountain Bikes;46;Silver;"H ";24.13;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;40;Black;"M ";25.77;1;598,4354;0;2012;0;49,5586
Mountain Bikes;48;Black;"M ";26.42;7;598,4354;0;2012;0;346,9102
Mountain Bikes;38;Black;"H ";23.35;4;1251,9813;0;2012;0;-90,0896
Mountain Bikes;46;Silver;"H ";24.13;3;1265,6195;0;2012;0;-68,3031
Mountain Bikes;42;Black;"H ";23.77;1;1251,9813;0;2012;0;-22,5224
Mountain Bikes;42;Black;"H ";23.77;7;1251,9813;0;2012;0;-157,6568
Mountain Bikes;46;Black;"H ";24.13;9;1251,9813;0;2012;0;-202,7016
Mountain Bikes;42;Silver;"H ";23.77;1;1265,6195;0;2012;0;-22,7677
Mountain Bikes;46;Silver;"H ";24.13;4;1265,6195;0;2012;0;-91,0708
Mountain Bikes;44;Black;"M ";26.13;7;598,4354;0;2012;0;346,9102
Mountain Bikes;38;Black;"M ";25.35;11;598,4354;1;2012;0;169,7399
Mountain Bikes;48;Black;"M ";26.42;3;598,4354;0;2012;0;148,6758
Mountain Bikes;38;Silver;"H ";23.35;4;1265,6195;0;2012;0;-91,0708
Mountain Bikes;40;Black;"M ";25.77;11;598,4354;1;2012;0;169,7399
Road Bikes;44;Red;"L ";18.77;1;486,7066;1;2012;1;-322,2787
Road Bikes;58;Black;"L ";19.79;2;486,7066;0;2012;1;-33,8252
Road Bikes;62;Red;"L ";20.00;2;486,7066;0;2012;1;-33,8252
Road Bikes;52;Black;"L ";19.42;4;486,7066;0;2012;1;-67,6504
Road Bikes;44;Red;"H ";14.77;4;1518,7864;0;2012;0;-211,1056
